timestamp,road_id,vehicle_id,speed_kmh
2025-12-02 00:00:00,R001,V053,67.5289195845607
2025-12-02 00:00:00,R001,V023,37.20632998518566
2025-12-02 00:00:00,R001,V090,47.866488591577586
2025-12-02 00:00:00,R001,V033,38.89084713343092
2025-12-02 00:00:00,R001,V097,67.6734032132684
2025-12-02 00:00:00,R001,V062,50.89055462321502
2025-12-02 00:00:00,R001,V085,71.82710799841055
2025-12-02 00:00:00,R001,V071,65.7429667828855
2025-12-02 00:00:00,R001,V078,39.15534351978498
2025-12-02 00:00:00,R001,V038,15.169614521133171
2025-12-02 00:00:00,R001,V005,54.6760675442357
2025-12-02 00:00:00,R001,V056,49.03813012827814
2025-12-02 00:00:00,R001,V014,68.48470140097442
2025-12-02 00:00:00,R001,V051,18.010837874877197
2025-12-02 00:00:00,R001,V083,74.36595777775968
2025-12-02 00:00:00,R001,V066,73.58000848212129
2025-12-02 00:00:00,R001,V076,39.79645895306655
2025-12-02 00:00:00,R001,V004,57.57112707668503
2025-12-02 00:00:00,R001,V087,25.521632343943082
2025-12-02 00:00:00,R001,V065,16.74908955758681
2025-12-02 00:00:00,R001,V049,18.55131533505424
2025-12-02 00:00:00,R001,V052,48.37108407030868
2025-12-02 00:00:00,R001,V035,33.41912702906904
2025-12-02 00:00:00,R001,V007,34.01593669174446
2025-12-02 00:00:00,R001,V002,37.56009427198914
2025-12-02 00:00:00,R001,V088,53.455447594917565
2025-12-02 00:00:00,R001,V019,38.658011762565025
2025-12-02 00:00:00,R001,V011,48.067329715615216
2025-12-02 00:00:00,R001,V031,65.09993818077477
2025-12-02 00:00:00,R001,V079,54.175373480174095
2025-12-02 00:00:00,R001,V059,62.11124296030002
2025-12-02 00:00:00,R001,V055,22.40035274997402
2025-12-02 00:00:00,R001,V028,74.18470145004056
2025-12-02 00:00:00,R001,V081,50.057025153256376
2025-12-02 00:00:00,R001,V042,33.6430803218019
2025-12-02 00:00:00,R001,V025,34.74326852640334
2025-12-02 00:00:00,R001,V072,32.490555411943205
2025-12-02 00:00:00,R001,V058,65.2721349379
2025-12-02 00:00:00,R001,V092,19.069363849954918
2025-12-02 00:00:00,R001,V021,30.40917588097655
2025-12-02 00:00:00,R001,V098,72.0048713168528
2025-12-02 00:00:00,R001,V100,53.1773843820482
2025-12-02 00:00:00,R001,V030,40.61412963421653
2025-12-02 00:00:00,R001,V099,47.33091352513068
2025-12-02 00:00:00,R001,V017,47.194540413475366
2025-12-02 00:00:00,R001,V029,40.1481369098099
2025-12-02 00:00:00,R001,V077,53.24470422813091
2025-12-02 00:00:00,R001,V015,10.82666814274387
2025-12-02 00:00:00,R001,V022,67.47406903949788
2025-12-02 00:00:00,R001,V060,70.78206511360312
2025-12-02 00:00:00,R001,V018,16.115329225632692
2025-12-02 00:00:00,R001,V039,38.38869742802294
2025-12-02 00:00:00,R001,V041,32.39223856136773
2025-12-02 00:00:00,R001,V082,54.847188254234084
2025-12-02 00:00:00,R001,V013,68.98318908491842
2025-12-02 00:00:00,R001,V012,72.53037060395052
2025-12-02 00:00:00,R001,V093,72.990279180733
2025-12-02 00:00:00,R001,V063,17.271855097359207
2025-12-02 00:00:00,R001,V034,57.73281136446054
2025-12-02 00:00:00,R001,V043,51.053252953374034
2025-12-02 00:00:00,R001,V046,14.47467671593898
2025-12-02 00:00:00,R001,V073,43.02817685107
2025-12-02 00:00:00,R001,V089,28.09611824336597
2025-12-02 00:00:00,R001,V016,14.487465649953783
2025-12-02 00:00:00,R001,V057,30.11277668387022
2025-12-02 00:00:00,R002,V022,21.70109921625673
2025-12-02 00:00:00,R002,V082,37.23419549814973
2025-12-02 00:00:00,R002,V008,26.155057955790767
2025-12-02 00:00:00,R002,V090,57.71566489600014
2025-12-02 00:00:00,R002,V016,78.613436501036
2025-12-02 00:00:00,R002,V033,67.6849618838541
2025-12-02 00:00:00,R002,V080,15.420424285635757
2025-12-02 00:00:00,R002,V034,17.88048451081883
2025-12-02 00:00:00,R002,V053,23.50227177447255
2025-12-02 00:00:00,R002,V042,10.231797718086819
2025-12-02 00:00:00,R002,V056,57.81651366303464
2025-12-02 00:00:00,R002,V003,45.607144645301354
2025-12-02 00:00:00,R002,V032,31.699134133416404
2025-12-02 00:00:00,R002,V095,14.64954311947798
2025-12-02 00:00:00,R002,V061,62.33627722452152
2025-12-02 00:00:00,R002,V057,22.76996496350042
2025-12-02 00:00:00,R002,V040,41.128015062649354
2025-12-02 00:00:00,R002,V069,69.90635533093186
2025-12-02 00:00:00,R002,V014,13.104933782956955
2025-12-02 00:00:00,R002,V071,56.49556963205259
2025-12-02 00:00:00,R002,V031,68.66359618006788
2025-12-02 00:00:00,R002,V024,47.9691660046448
2025-12-02 00:00:00,R002,V038,77.02424263166728
2025-12-02 00:00:00,R002,V054,14.438254465053724
2025-12-02 00:00:00,R002,V013,24.917050830552604
2025-12-02 00:00:00,R002,V063,67.18428266730325
2025-12-02 00:00:00,R002,V001,55.039248174646566
2025-12-02 00:00:00,R002,V048,49.532169545746804
2025-12-02 00:00:00,R002,V075,49.153345765476544
2025-12-02 00:00:00,R002,V010,15.524425687496784
2025-12-02 00:00:00,R002,V049,55.482677228084455
2025-12-02 00:00:00,R002,V062,63.279261893012404
2025-12-02 00:00:00,R002,V051,60.35457723139091
2025-12-02 00:00:00,R002,V099,21.974994191203884
2025-12-02 00:00:00,R002,V087,62.144144621696704
2025-12-02 00:00:00,R002,V017,13.739204760871655
2025-12-02 00:00:00,R002,V072,20.374597045465478
2025-12-02 00:00:00,R002,V055,77.39745860406806
2025-12-02 00:00:00,R002,V015,70.99787427060369
2025-12-02 00:00:00,R002,V052,48.92202372698245
2025-12-02 00:00:00,R002,V081,66.4812593036985
2025-12-02 00:00:00,R002,V045,74.19275320927235
2025-12-02 00:00:00,R002,V077,18.373274107745083
2025-12-02 00:00:00,R002,V029,55.789175933684575
2025-12-02 00:00:00,R002,V064,44.185458716820946
2025-12-02 00:00:00,R002,V039,46.78480998449503
2025-12-02 00:00:00,R002,V012,77.07656036502716
2025-12-02 00:00:00,R002,V093,46.35707312862209
2025-12-02 00:00:00,R002,V028,15.14754127333992
2025-12-02 00:00:00,R002,V023,27.76665939295767
2025-12-02 00:00:00,R002,V058,54.49338554588238
2025-12-02 00:00:00,R002,V043,33.44920562134295
2025-12-02 00:00:00,R002,V068,35.98974093401806
2025-12-02 00:00:00,R002,V027,39.236861949261296
2025-12-02 00:00:00,R002,V047,34.64297447350238
2025-12-02 00:00:00,R002,V079,25.321376619806653
2025-12-02 00:00:00,R002,V097,16.842431768990814
2025-12-02 00:00:00,R002,V011,40.28478703648666
2025-12-02 00:00:00,R002,V020,63.66194684549953
2025-12-02 00:00:00,R002,V100,45.396988237658874
2025-12-02 00:00:00,R002,V026,51.79432874107083
2025-12-02 00:00:00,R002,V006,68.07885616382354
2025-12-02 00:00:00,R002,V078,25.078303830789633
2025-12-02 00:00:00,R002,V088,77.11423801618915
2025-12-02 00:00:00,R002,V067,35.41513603529601
2025-12-02 00:00:00,R002,V018,38.94016545343562
2025-12-02 00:00:00,R002,V044,46.00631879115634
2025-12-02 00:00:00,R002,V037,53.48757206773736
2025-12-02 00:00:00,R002,V094,58.47764594395707
2025-12-02 00:00:00,R002,V092,73.71824258543528
2025-12-02 00:00:00,R002,V030,18.090216439057684
2025-12-02 00:00:00,R002,V036,62.09517558225574
2025-12-02 00:00:00,R002,V009,23.358245339513402
2025-12-02 00:00:00,R002,V021,14.17678676460314
2025-12-02 00:00:00,R002,V050,52.98821120662055
2025-12-02 00:00:00,R002,V060,78.03234543663416
2025-12-02 00:00:00,R002,V083,71.02667410591927
2025-12-02 00:00:00,R002,V066,64.99220670659983
2025-12-02 00:00:00,R002,V046,79.78714610500805
2025-12-02 00:00:00,R002,V076,28.061672090213627
2025-12-02 00:00:00,R002,V096,34.5764343477721
2025-12-02 00:00:00,R002,V098,71.7828027576401
2025-12-02 00:00:00,R003,V071,47.20621723800563
2025-12-02 00:00:00,R003,V075,10.604793942536107
2025-12-02 00:00:00,R003,V097,54.070481032492346
2025-12-02 00:00:00,R003,V065,52.52432287368226
2025-12-02 00:00:00,R003,V094,56.671150849383935
2025-12-02 00:00:00,R003,V056,52.519411767442826
2025-12-02 00:00:00,R003,V004,19.83818214789424
